id,created_at,text,estimated_time,wait_time_min,wait_time_max,,
902394594788343809,2017-08-29 4:56:51,"b'Traffic Update: Travel through Empire is currently slowed, resulting in Wadsworth to Gate Road taking 2 hours 10 minutes. No wait at Gate.'",,,,,
902380057720758272,2017-08-29 3:59:05,b'Traffic Update: About 1 hour 50 minutes from Wadsworth to Gate Road and a 30 minute wait at the Gate.',,,,,
902365969573711872,2017-08-29 3:03:06,b'Traffic Update: Monday evening looks great for entering Burning Man. 1 hour 45 minutes from Wadsworth to Gate Road. 15 minute wait at Gate.',,,,,
902350988136382464,2017-08-29 2:03:35,b'White outs cleared now that incoming cars comply with the speed limit. Travel times: Wadsworth to Gate Road 1:50. Gate Wait 15 minutes.',,,,,
902338807311122432,2017-08-29 1:15:10,b'Speeding on Gate Road is enforced by LEO and causes white outs in the city. Travel times: Wadsworth to Gate Road 1:40. Gate wait 30 minutes.',,,,,
9.02308E+17,2017-08-28 23:11:06,b'The Gate road is causing white out due to participants speeding down Gate Road! The Gate crew is evaluating traffic due to safety concerns.',,,,,
902306329028677633,2017-08-28 23:06:07,b'It is 1 hour 56 minutes from Wadsworth to Gate Road and a FIVE minute wait on Gate Road.',,,,,
902291567129579523,2017-08-28 22:07:28,b'It is 1 hour 53 minutes from Wadsworth to Gate Road and a FIVE minute wait on Gate Road.',,,,,
902275489196277760,2017-08-28 21:03:34,b'It is 1 hour 53 minutes from Wadsworth to Gate Road and a zero minute wait on Gate Road.',,,,,
902264163032059906,2017-08-28 20:18:34,b'It is 1 hour 57 minutes from Wadsworth to Gate Road and a three minute wait on Gate Road. Wind has picked up - please observe speed limits.',,,,,
902245857248075778,2017-08-28 19:05:49,b'It is 1 hour 31 minutes from Wadsworth to Gate Road and a zero minute wait on Gate Road. Wind has picked up - please observe speed limits.',,,,,
902229493078687744,2017-08-28 18:00:48,b'It is 1 hour 37 minutes from Wadsworth to Gate Road and a zero minute wait on Gate Road.',,,,,
902214584278319104,2017-08-28 17:01:33,b'It is 1 hour 49 minutes from Wadsworth to Gate Road and a zero minute wait on Gate Road.',,,,,
902199329351401473,2017-08-28 16:00:56,b't is 1 hour 50 minutes from Wadsworth to Gate Road and a zero minute wait on Gate Road.',,,,,
902184718531166208,2017-08-28 15:02:53,b'It is 1 hour 43 minutes from Wadsworth to Gate Road and a 15 minute wait on Gate Road.',,,,,
902170503074504704,2017-08-28 14:06:24,b'It is 1 hour 54 minutes from Wadsworth to Gate Road and a 15 minute wait on Gate Road.',,,,,
902162658237050882,2017-08-28 13:35:13,"b'Monday, August 28:\nHigh 101, low 63 Winds 10-15 mph from the southwest, gusting to 25 mph in the afternoon   \nNo precipitation expected'",,,,,
902154323777527808,2017-08-28 13:02:06,b'It is 1 hour 47  minutes from Wadsworth to Gate Road and a 20 minute wait on Gate road.',,,,,
902139015213801476,2017-08-28 12:01:16,b'It is 1 hour 53 minutes from Wadsworth to Gate Road and a 20 minute wait on Gate road.',,,,,
902124157839794176,2017-08-28 11:02:14,b'It is 1 hour 58 minutes from Wadsworth to Gate Road and a 25 minute wait on Gate road.',,,,,
902108967391961088,2017-08-28 10:01:52,b'It is 1 hour 39 minutes from Wadsworth to Gate Road and a 30 minute wait on Gate road.',,,,,
902093779477438464,2017-08-28 9:01:31,b'It is 2 hours from Wadsworth to Gate Road and a 30 minute wait on Gate road.',,,,,
902078778897305600,2017-08-28 8:01:55,b'It is under 2 hours from Wadsworth to Gate Road and a 30 minute wait on Gate road.',,,,,
902064934267359234,2017-08-28 7:06:54,b'It is under 2 hours from Wadsworth to Gate Road and less than a 2 hour wait on Gate road.',,,,,
902049508892303360,2017-08-28 6:05:36,b'It is under 2 hours from Wadsworth to Gate Road and now a 2 hour wait on Gate road.',,,,,
902019635675062273,2017-08-28 4:06:54,b'Notice: There is a pothole on HWY 34 northbound approximately 3 miles before your 8 Mile Entrance to Burning Man. Please drive safe.',,,,,
902018851910627328,2017-08-28 4:03:47,b'Traffic Update: It is under 2 hours from Wadsworth to Gate Road and now a 3 hour wait on Gate road.',,,,,
902004254407262208,2017-08-28 3:05:47,b'Please be careful - Emergency Vehicles responding in Wadsworth and Sutcliffe.  Take caution when passing around the areas.',,,,,
902003771764600832,2017-08-28 3:03:52,b'Traffic Update: 2 hours 15 minutes  from Wadsworth to Gate Road and now a 3 hour wait on Gate road.',,,,,
901989035194945536,2017-08-28 2:05:18,b'Traffic Update: It is under 2 hours from Wadsworth to Gate Road and now a 4 hour wait on Gate road.',,,,,
901974419786145792,2017-08-28 1:07:14,"b'There is an accident on 447 after Empire, which may impact traffic. 1 hour 52 minutes from Wadsworth to 8 Mile, and 3 hour wait on Gate road'",,,,,
901958436530921472,2017-08-28 0:03:43,"b'There is an accident on 447 after Empire, which may impact traffic. 2:10 hours from Wadsworth to 8 Mile, and 3:20 hours wait on Gate road.'",,,,,
901943034526531584,2017-08-27 23:02:31,b'Traffic Update: Travel time are improving. It is under 2 hours from Wadsworth to Gate Road and now a 3 hour wait on Gate road.',,,,,
901927992955465730,2017-08-27 22:02:45,b'Traffic Update: Travel time continues to be 2 hours from Wadsworth to Gate Road and a 4 hour wait on Gate road.',,,,,
901912538115387392,2017-08-27 21:01:20,b'Traffic Update: It is still a 2 hour travel time Wadsworth to Gate Road and 4 hour wait on Gate road.',,,,,
901896778806648833,2017-08-27 19:58:43,b'Traffic Update: 2 hours travel time Wadsworth to Gate Road and 4 Hour wait on Gate road.',,,,,
901882356386156546,2017-08-27 19:01:24,b'Traffic Update: 2 hours travel time Wadsworth to Gate Road and 3 Hour wait on Gate road.',,,,,
901867541353639936,2017-08-27 18:02:32,b'1 hour 59 minutes travel time Wadsworth to Gate Road and 3 Hour wait on Gate road.',,,,,
901853701429743618,2017-08-27 17:07:32,b'Traffic Update: 2 hours travel time Wadsworth to Gate Road and 2  Hour wait on Gate road.',,,,,
901837918234226689,2017-08-27 16:04:49,b'Traffic Update: 1 hour 47 minutes travel time Wadsworth to Gate Road and 2  Hour wait on Gate road.',,,,,
901836856442195969,2017-08-27 16:00:36,b'Widespread Triple Digit Heat thru Monday...  moderate to high risk for heat related illnesses.  EXCESSIVE HEAT WARNING REMAINS IN EFFECT.',,,,,
901823474162819072,2017-08-27 15:07:25,b'Traffic Update: 1 hour 56 minutes travel time Wadsworth to Gate Road and 2 Hours 40 minutes wait on Gate road.',,,,,
901808873274843137,2017-08-27 14:09:24,b'Traffic Update: 1 hour 59 minutes travel time Wadsworth to Gate Road and 2 Hours 40 minutes wait on Gate road.',,,,,
901791792789676033,2017-08-27 13:01:32,b'Traffic Update: 1 hour 53 minutes travel time Wadsworth to Gate Road and a 1-2 hour wait at Gate.',,,,,
901776764787200001,2017-08-27 12:01:49,b'Traffic Update: 1 hour 59 minutes travel time Wadsworth to Gate Road and a 1-2 hour wait at Gate.',,,,,
901761614025596930,2017-08-27 11:01:37,b'Traffic Update: 2 hour 29 minutes travel time Wadsworth to Gate Road and a 1-2 hour wait at Gate.',,,,,
901746334968905728,2017-08-27 10:00:54,b'Traffic Update: 2 hour 37 minutes travel time Wadsworth to Gate Road and a 1-2 hour wait at Gate.',,,,,
901733582145699840,2017-08-27 9:10:14,b'Traffic Update: 2 hour 45 minutes travel time Wadsworth to Gate Road and a 2-3 hour wait at Gate.',,,,,
901718990715834368,2017-08-27 8:12:15,b'Traffic Update: 2 hour 51 minutes travel time Wadsworth to Gate Road. And a 45 minute wait at Gate.',,,,,
901701700163162112,2017-08-27 7:03:32,b'Traffic Update: 2 hour 38 minutes travel time Wadsworth to Gate Road. And a 30 minute wait at Gate.',,,,,
901687183341486080,2017-08-27 6:05:51,b'Traffic Update: 2 hour 18 minutes travel time Wadsworth to Gate Road. And a 20 minute wait at Gate.',,,,,
901671302813143042,2017-08-27 5:02:45,b'Traffic Update: 1 hour 58 minutes travel time Wadsworth to Gate Road. And a 10 minute wait at Gate.',,,,,
901656455346053123,2017-08-27 4:03:45,b'Traffic Update: 1 hour 55 minutes travel time Wadsworth to Gate Road. And a 15 minute wait at Gate.',,,,,
901641312834912257,2017-08-27 3:03:35,b'Traffic Update: 1 hour 53 minutes travel time Wadsworth to Gate Road. And a 35 minute wait at Gate.',,,,,
901628618505375746,2017-08-27 2:13:08,b'Traffic Update: 2 hour 03 minutes travel time Wadsworth to Gate Road. And a 1 hour 15 minute wait at Gate.',,,,,
901610262104592385,2017-08-27 1:00:12,b'Traffic Update: 1 hour 51 minutes travel time Wadsworth to Gate Road. And a 2:00 hours wait at Gate.',,,,,
901594618604728324,2017-08-26 23:58:02,b'Traffic Update: 1 hour 47 minutes travel time Wadsworth to Gate Road. And a 2:15 hours wait at Gate.',,,,,
901580171945402370,2017-08-26 23:00:38,b'1 hour 44 minutes travel time Wadsworth to Gate Road. 150 minutes wait at Gate.',,,,,
901565040381374466,2017-08-26 22:00:30,b'2 hour 15 minutes travel time Wadsworth to Gate Road. 120 minutes wait at Gate.',,,,,
901549484022411264,2017-08-26 20:58:41,b'1 hour 55 minutes travel time Wadsworth to Gate Road. 2:05 minutes wait at Gate.',,,,,
901534473640181764,2017-08-26 19:59:02,b'2 hour 26 minutes travel time Wadsworth to Gate Road. 1:20 minutes wait at Gate.',,,,,
901517400356552704,2017-08-26 18:51:12,b'2 hour 22 minutes travel time Wadsworth to Gate Road. 1:20minutes wait at Gate.',,,,,
901503942441480194,2017-08-26 17:57:43,b'2 hour 11 minutes travel time Wadsworth to Gate Road. 1:05 minutes wait at Gate.\n0 replies 0 retweets 0 likes',,,,,
901475291230588928,2017-08-26 16:03:52,b'1 hour 43 minutes travel time Wadsworth to Gate Road. 45 minutes wait at Gate.\n0 replies 0 retweets 0 likes',,,,,
901461142027067393,2017-08-26 15:07:39,b'1 hour 43 minutes travel time Wadsworth to Gate Road. 35 minutes wait at Gate.',,,,,
901449836330971139,2017-08-26 14:22:43,b'1 hour 35 minutes travel time Wadsworth to Gate Road. 1-2 hour wait at Gate.',,,,,
901429517629218818,2017-08-26 13:01:59,b'Traffic update: 1 hour 35 minutes travel time Wadsworth to Gate Road. 1-2 hour wait at Gate.',,,,,
901418210016284672,2017-08-26 12:17:03,b'Traffic update: 1 hour 36 minutes travel time Wadsworth to Gate Road. 1-2 hour wait at Gate.',,,,,
901401003169390592,2017-08-26 11:08:41,b'Traffic update: 1 hour 32 minutes travel time Wadsworth to Gate Road. 1-2 hour wait at Gate.',,,,,
901385647293964288,2017-08-26 10:07:39,b'Traffic update: 1 hour 31 minutes travel time Wadsworth to Gate Road. 1-2 hour wait at Gate.',,,,,
901369613283471361,2017-08-26 9:03:57,b'Traffic update: 1 hour 33 minutes travel time Wadsworth to Gate Road. 1-2 hour wait at Gate.',,,,,
901353983016611840,2017-08-26 8:01:50,b'Traffic update: 1 hour 36 minutes travel time Wadsworth to Gate Road. 3-4 hour wait at Gate.',,,,,
901339871385714688,2017-08-26 7:05:46,b'Traffic update: 1 hour 37 minutes travel time Wadsworth to Gate Road. 3-4 hour wait at Gate.',,,,,
901324103717724161,2017-08-26 6:03:06,b'Traffic update: 1 hour 47 minutes travel time Wadsworth to Gate Road. 3-4 hour wait at Gate.',,,,,
901309717418520576,2017-08-26 5:05:56,b'Traffic update: 2 hour 02 minutes travel time Wadsworth to Gate Road. 3-4 hour wait at Gate.',,,,,
901294983239659520,2017-08-26 4:07:23,b'Traffic update: 1 hour 46 minutes travel time Wadsworth to Gate Road. 3-4 hour wait at Gate.',,,,,
901282975547097090,2017-08-26 3:19:41,b'Traffic update: 1 hour 41 minutes travel time Wadsworth to Gate Road. 2-3 hour wait at Gate.',,,,,
901270321877184514,2017-08-26 2:29:24,b'2) Burning Man attendees should use I-80 east to Wadsworth until the intersection reopens.',,,,,
901270219548655618,2017-08-26 2:28:59,"b'1) Pyramid Way in Sparks (Hwy 445) at McCarran Blvd. will be closed tonight thru Sunday, August 27 at 6 am.'",,,,,
901269414326276096,2017-08-26 2:25:47,b'To speed your trip through Gate: 1. Have tickets ready 2. Have vehicle pass on windshield. 3. Be prepared for vehicle search.',,,,,
901268987992059904,2017-08-26 2:24:06,b'Traffic update: 1 hour 49 minutes travel time Wadsworth to Gate Road. 2-3 hour wait at Gate.',,,,,
900819735306051584,2017-08-24 20:38:55,"b'Speed limit on Gate Road is 10mph &amp; strictly enforced. We\xe2\x80\x99re getting reports of speeding, causing a visibility hazard. Please be safe.'",,,,,
900773582120382465,2017-08-24 17:35:32,b'The Nevada Dept. of Transportation is asking burners to give a wide berth to NDOT vehicles w/yellow strobes on the side of the roads to BM.',,,,,
900428444424691712,2017-08-23 18:44:04,b'Please do not use Hwy 445 on the west side of Pyramid Lake (North or of the 446 turnoff). It is blocked due to storm damage.',,,,,
900427843536134144,2017-08-23 18:41:41,b'Tap\xe2\x80\xa6tap\xe2\x80\xa6 Is this thing on?',,,,,
773221450119385088,2016-09-06 18:08:54,"b'NDOT reports an accident with injury on 447 near Nixon. The incident appears to already be cleared, but please be careful out there!'",,,,,
773216205054193664,2016-09-06 17:48:03,"b'BRC is buzzing with activity as crews strike the city, but for those headed out today there is no wait time driving down Gate road.'",,,,,
773203863373361152,2016-09-06 16:59:01,b'There is still no wait to exit BRC.',,0,,,
773188849379909634,2016-09-06 15:59:21,b'NDOT is still reporting that Burning Man related debris is ending up on 447 and I-80. Please secure your loads.',,,,,
773182393716924416,2016-09-06 15:33:42,b'Pulsing operations are striking their lanes and traffic controls. There continues to be no wait to leave BRC and highway traffic is light.',,,,,
773166012111872001,2016-09-06 14:28:36,b'Traffic is still clear for drivers leaving BRC.',,,,,
773155059647418369,2016-09-06 13:45:05,b'Early risers were treated to a straight shot out of BRC and a beautiful dawn. No delays on Gate road and light traffic on highways.',0,0,,,
773154430157856770,2016-09-06 13:42:35,b'Nevada DOT reports that debris from a returning BM participant is causing delays on 447 near the event. Please secure your load.',,,,,
773140401049833472,2016-09-06 12:46:50,b'Traffic levels leaving BRC at this hour are still very low and experiencing no delays driving out to County Road 34.',0,0,,,
773113328109367297,2016-09-06 10:59:15,"b'BRC exiting is clear through Exodus Road to the pavement Highway 34 to Gerlach at this time. As particpants leave BRC, times may vary.'",,,,,
773097425997144064,2016-09-06 9:56:04,b'BRC exiting time could be up to 1 hour depending on traffic on Exodus Road. Make sure you get plenty of rest before beginning your journey.',,,,,
773083910875983872,2016-09-06 9:02:22,b'Exiting BRC time is up to 3 hours.',180,180,,3,
773072848352972800,2016-09-06 8:18:24,b'The current exiting time for BRC is up to 3 hours. Please get plenty of rest before leaving the city. Drive Safe to your next destination.',180,180,,3,
773051922471198720,2016-09-06 6:55:15,b'Exiting BRC is 6 hours.',360,360,,6,
773038182774341633,2016-09-06 6:00:39,b'BRC exit time is 6-7 hours.',390,360,420,,
773023359487533056,2016-09-06 5:01:45,b'Exit time from BRC is 7-8 hours.',450,420,480,,
773006524511694849,2016-09-06 3:54:51,b'BRC exit time has gone up to 7 hours. Wait in the city and get some rest. Tuesday would be a good day to head out.',480,480,,,
772992350846980096,2016-09-06 2:58:32,b'BRC exit times remain at 4-5 hours.',270,240,300,,
772979847828164609,2016-09-06 2:08:51,b'Exit time from BRC is 4-5 hours. Traffic is still heavy on the roads. We recommend waiting until Tuesday.',270,240,300,,
772960089678295040,2016-09-06 0:50:20,"b'Exit time from BRC has improved to 4 to 5 hours, but that still puts drivers on the road in the dark of night. We recommend leaving Tuesday.'",270,240,300,,
772944637644328960,2016-09-05 23:48:56,b'Exit time from BRC is still 5-6 hours.',330,300,360,,
772934377508450304,2016-09-05 23:08:10,b'Exit time from BRC to Country Road 34 remains at 5-6 hours. Consider waiting until Tuesday morning to leave the city.',330,300,360,,
772934214559764480,2016-09-05 23:07:31,b'Still seeing heavy traffic exiting out of the BRC. the wait is 5-6 hours!  Best to wait and get some rest.',330,300,360,,
772919148158390277,2016-09-05 22:07:39,"b'The high volumes of ""prime time"" traffic continue and the wait time is now 5 to 6 hours to exit BRC. Exiting Tuesday is recommended.'",330,300,360,,
772901655687725056,2016-09-05 20:58:09,b'The wait time to reach the pavement from BRC is now 4 to 5 hours.',270,240,300,,
772888140235145216,2016-09-05 20:04:26,b'Still holding at 5-6 hours exit.',330,300,360,5,6
772879973552050176,2016-09-05 19:31:59,b'Prime time to exit BRC. Wait time to reach County Road 34 is 5 to 6 hours.',330,300,360,5,6
772857259219005440,2016-09-05 18:01:44,b'Exit out of the BRC is still about 3-4 hours.',210,180,240,3,4
772845328064090112,2016-09-05 17:14:19,b'Extreme traffic flow out of the BRC. The  wait time to the gravel is 3-4 hours.',210,180,240,3,4
772842696025059328,2016-09-05 17:03:52,b'BRC exit time is 3 to 4 hours.',210,180,240,3,4
772827565601894400,2016-09-05 16:03:44,b'Exit time at BRC is 4 hours.',120,240,0,4,
772814055178248192,2016-09-05 15:10:03,b'Exit time for BRC is 4 hours.',120,240,0,4,
772796755276537856,2016-09-05 14:01:18,b'BRC exiting time is estimated at 4 to 5 hours.',270,240,300,4,5
772779935215648770,2016-09-05 12:54:28,b'BRC exit is estimated at 4 to 5 hours.',270,240,300,4,5
7.72765E+17,2016-09-05 11:56:57,b'Exiting BRC is estimated at 6 to 7 hours. Get plenty of rest before leaving the city.',390,360,420,6,7
772751047328542720,2016-09-05 10:59:41,b'BRC exiting time is up to 7 hours.',420,420,,7,
772735222416748545,2016-09-05 9:56:48,b'Exiting BRC is approximately between 7 and 8 hours.',450,420,480,7,8
772722112108781568,2016-09-05 9:04:42,b'BRC exiting time is currently up to 8 hours.  Please get plenty of rest before leaving the city.  Drive safe and follow all speed limits.',480,480,,8,
772711125439815681,2016-09-05 8:21:03,b'If you are still in the city we suggest you wait until morning to start your exit.',,,,,
772711063250833409,2016-09-05 8:20:48,b'We recommend using a designated driver for Gate Road and switching to a fresh driver.',,,,,
772710793422905344,2016-09-05 8:19:44,"b'Due to delays caused by the search for a missing minor, the present time on Gate Road is estimated at 9 hours.'",270,540,0,9,
772699918062399489,2016-09-05 7:36:31,b'The individual was found  in the city. We appreciate everyone\xe2\x80\x99s cooperation.',,,,,
772699852840898561,2016-09-05 7:36:15,b'Departures were delayed 3 hours while BRC rangers and law enforcement inspected vehicles for a missing minor.',90,180,0,3,
772699750885765120,2016-09-05 7:35:51,b'Burning Man is resuming regular pulsing of traffic departing Black Rock City.',,,,,
772680531204943872,2016-09-05 6:19:29,b'They are not inspecting vehicles for any other reason.',,,,,
772680298144210946,2016-09-05 6:18:33,b'Traffic out the Gate has begun moving again.',,,,,
772680185107722240,2016-09-05 6:18:06,b'BRC Rangers and law enforcement are on Gate Road at the asphalt inspecting vehicles looking for a lost person.',,,,,
772675816266215425,2016-09-05 6:00:44,"b""At present, we don't have  time for Gate to reopen. We will update as soon as we have information.""",,,,,
772670371057106945,2016-09-05 5:39:06,b'Be advised BRC is closed. Everyone is recommended to stay in your camps for the night. Please listen to BMIR on 94.5 for further updates.',,,,,
772660039567839233,2016-09-05 4:58:03,b'BRC is currently closed. Please listen to Burning Man Information Radio on 94.5 FM or Gate Advisory Radio Station (GARS)  on 95.1 FM.',,,,,
772648270229217280,2016-09-05 4:11:17,b'BRC exiting is taking longer than 5 hours.  Please be advised to stay in the city until traffic is moving smoothly on Exodus road.',330,300,360,5,
772630525160726530,2016-09-05 3:00:46,b'Exiting BRC is taking up to 5 hours.  Please drive safe and follow all speed limits as you drive to your next destination.',285,300,270,5,
772614654061219840,2016-09-05 1:57:42,b'It is 5-6 hours to exit BRC. Is there a vehicle broke down in the lane? Please pull/push vehicle to the outside lane and notify staff.',330,300,360,5,
772602168536735744,2016-09-05 1:08:05,b'BRC exiting is taking between 4-5 hours.  Plan on take your time and get plenty of rest before leaving the city.',270,240,300,4,5
772580232213651456,2016-09-04 23:40:55,b'Exodus is currently running at 3 to 4 hours.',210,180,240,3,4
772561635030343682,2016-09-04 22:27:01,"b'The Exodus time from BRC, through pulsing, and out onto the pavement is now 2 to 3 hours.'",150,120,180,2,3
772557295267958785,2016-09-04 22:09:47,b'Pulsing out of BRC and to Country Road 34 is taking 1-2 hours currently.',90,60,120,1,2
772551769880535040,2016-09-04 21:47:49,b'Small pothole repair happening on mile marker 3-4 on CR 34 from 2:45pm - 3:45pm. please drive slow around work crews.',,,,,
7.72546E+17,2016-09-04 21:23:33,b'It is currently taking between two and three hours to make it through pulsing and to reach County Road 34.',,,,,
772524463262830592,2016-09-04 19:59:19,b'Pulsing has started on Gate road. The total time to get from BRC to County Road 34 is approximately one hour.',60,60,60,1,
772509067046559744,2016-09-04 18:58:08,b'The time to exit BRC and reach County Road 34 remains at under one hour.',30,0,60,0,1
772494709595840512,2016-09-04 18:01:05,b'Wait times to leave the city are still under 1 hour.',30,0,60,0,1
772478042018942976,2016-09-04 16:54:51,b'Traffic out of the BRC is still holding to under a hour.',30,0,60,0,1
772465172476600323,2016-09-04 16:03:43,b'Traffic is a steady flow out of BRC.',,,,,
772449467043766272,2016-09-04 15:01:19,b'Their is currently no wait out of BRC.\nDrive safely !',,,,,
772434600433811457,2016-09-04 14:02:14,b'No waiting at BRC exit at this time.',,,,,
772419223200993281,2016-09-04 13:01:08,b'No wait at BRC exit at this time.',,,,,
772404635634049024,2016-09-04 12:03:10,b'Traffic at BRC exit is flowing smoothly. Expect possible delays at Wadsworth due to a motor vehicle accident.',,,,,
772389484545478656,2016-09-04 11:02:58,b'Currently there is no wait at BRC exit.',,,,,
772373384466280448,2016-09-04 9:58:59,b'There is no wait at BRC exit. Please drive safe.',,,,,
772358753140170752,2016-09-04 9:00:51,b'BRC exit time is under one hour.',30,0,60,0,1
772343592434008064,2016-09-04 8:00:36,b'It is currently under one hour to exit BRC.',,,,,
772333820645216256,2016-09-04 7:21:46,b'BRC is currently under one hour for exiting time. Please drive safe and follow the speed limit.',,,,,
772316416783495168,2016-09-04 6:12:37,b'The exiting time for BRC is approximately 1.5 hours to leave the city. Please drive safe at all times.',90,90,90,1.5,
772297184079335424,2016-09-04 4:56:11,b'BRC exiting time is currently under one hour.',30,0,60,0,1
772285492884758528,2016-09-04 4:09:44,b'BRC traffic is steady and exiting time is under one hour.',30,0,60,0,1
772269837825433600,2016-09-04 3:07:32,b'The exiting time for BRC is still under one hour. Please proceed with caution due to occasional whiteouts.',30,0,60,0,1
772254841821200384,2016-09-04 2:07:56,b'BRC exiting time is currently under one hour. Please drive safe as you leave the city.',30,0,60,0,1
772239256496373760,2016-09-04 1:06:00,b'We still have no reported delays and the exit from BRC to County Road 34 is taking less than one hour.',30,0,60,0,1
772221699936821249,2016-09-03 23:56:15,b'The time to exit BRC is still under one hour.',30,0,60,0,1
772194881426952193,2016-09-03 22:09:41,b'Drive time from BRC to Country Road 34 is still under one hour.',30,0,60,0,1
772173641517707264,2016-09-03 20:45:17,b'Exiting from the city to County Road 34 is still under one hour.',30,0,60,0,1
772149318199353344,2016-09-03 19:08:37,"b'Exodus has officially begun! Currently, the wait is under an hour to leave the city. We will update hourly for the remainder of Exodus.'",30,0,60,0,1
771455080058892289,2016-09-01 21:09:58,b'Please make sure your loads are tied down when leaving the city. no loose bags. We have had loads dropped on the roads already.',,,,,
770512951245758464,2016-08-30 6:46:17,b'This concludes reports on incoming traffic for Burning Man 2016. Reports on Exodus traffic times will begin at noon on Saturday 9/3.',,,,,
770512652758085632,2016-08-30 6:45:06,b'Wait times for Gate are under 10 minutes.',,,,,
770501836113645568,2016-08-30 6:02:07,b'Wait times to reach the Gate remain under 30 minutes.',,,,,
770486356351082496,2016-08-30 5:00:36,b'Incoming traffic to the Gate is still under 30 minutes.',,,,,
770472163967135744,2016-08-30 4:04:13,"b'Wait times at the Gate are increasing, but are under 30 minutes.'",,,,,
770457164343185408,2016-08-30 3:04:37,b'There is no wait at the Gate.',,,,,
770440496841756674,2016-08-30 1:58:23,b'Wait times at the Gate are under 30 minutes.',,,,,
770425712088080384,2016-08-30 0:59:38,b'Still no wait at the Gate.',,,,,
770409889071980544,2016-08-29 23:56:45,b'No wait at the Gate.',,,,,
770395601850798080,2016-08-29 22:59:59,b'Currently no wait at the Gate.',,,,,
770380050365423616,2016-08-29 21:58:11,b'Currently a 30 minute wait at the Gate.',,,,,
770364410896392192,2016-08-29 20:56:02,b'There is currently a 30 minute wait at the Gate.',,,,,
770348515029463041,2016-08-29 19:52:53,b'There is currently no wait at the Gate.',,,,,
770331828100005889,2016-08-29 18:46:34,b'Still no wait time at the Gate.',,,,,
770320072480960512,2016-08-29 17:59:51,b'Still no wait time at the Gate',,,,,
7.70304E+17,2016-08-29 16:55:01,b'Currently there is no wait at the Gate',,,,,
770289251900493824,2016-08-29 15:57:23,b'Wait time at Gate is 5 minutes',,,,,
770274450411429888,2016-08-29 14:58:34,b'Wait time for Gate is 30 miniutes',,,,,
770259047744348164,2016-08-29 13:57:22,b'Gate wait time is 30 minutes',,,,,
770248814716329993,2016-08-29 13:16:42,b'There is a 5 minute wait time at Gate',,,,,
770229663536848896,2016-08-29 12:00:36,b'Gate wait time is currently 45 minutes',,,,,
770212879471513600,2016-08-29 10:53:54,b'Current wait times for gate is 75 minutes',,,,,
770199186218168320,2016-08-29 9:59:30,b'Gate wait time is 75 minutes. Please use all open lanes from the highway to the Gate.',,,,,
770185588599160837,2016-08-29 9:05:28,b'Wait time for Gate is 90 minutes',,,,,
770169655105163265,2016-08-29 8:02:09,b'Gate wait time is approximately 45 minutes',,,,,
770152589518266368,2016-08-29 6:54:20,b'Current wait time at the Gate 30 minutes',,,,,
770137901065768960,2016-08-29 5:55:58,b'Current wait time to the Gate is 1- 2 hours',,,,,
770122950418857985,2016-08-29 4:56:34,b'Current wait time to the Gate is 3 hours',,,,,
770117353833193472,2016-08-29 4:34:19,b'There is a motorist assist in Wadsworth. Possible delays expected.',,,,,
770111221546754049,2016-08-29 4:09:57,b'wait time to gate is 2-3 hours',,,,,
770107691117273088,2016-08-29 3:55:56,b'Webcast is live if you\xe2\x80\x99ve got data to burn - https://t.co/pZYmV1SZzq',,,,,
770106088024895489,2016-08-29 3:49:33,b'Help a brother (and sister) out and avoid knocking over traffic cones. Someone has to go out and stand them back up. In traffic. No bueno.',,,,,
770105241828200448,2016-08-29 3:46:12,b'Every lane on Gate Road will get you to Will Call and into Black Rock City.  Please spread out and use ALL the lanes. Trust us on this  one.',,,,,
770104133047160832,2016-08-29 3:41:47,b'Please drive the speed limit on Gate Road. We have crews working on the road day &amp; night throughout the event. We want them to be safe.',,,,,
770100378075553793,2016-08-29 3:26:52,b'wait to the gate is 3 hours',,,,,
770080194711396359,2016-08-29 2:06:40,b'wait time to the gate is currently at 4 to 5 hours',,,,,
770061963795849218,2016-08-29 0:54:13,b'Current wait time at the gate is 3 to 5 hours.',,,,,
770060610868568066,2016-08-29 0:48:51,b'Empire Store is reported out of gasoline. Watch for backup in Gerlach. Please proceed to BRC if at all possible.',,,,,
770060006750380032,2016-08-29 0:46:27,b'Washoe County Roads Dept will be repairing a pothole on County Road 34 at mile marker 3 between 6:30 &amp; 7:30 am Monday. Watch for flaggers.',,,,,
770052604596514816,2016-08-29 0:17:02,b'Wait time to reach the gate is 5 to 7 hours.',,,,,
770032621464199169,2016-08-28 22:57:38,b'Current wait time at gate is 4 to 6 hours',,,,,
770019584866942976,2016-08-28 22:05:49,b'The wait time to reach the gate is now 5 to 7 hours.',,,,,
770003585136463873,2016-08-28 21:02:15,b'Current wait time for the gate is now 5 to 6 hours.',,,,,
769987880752119808,2016-08-28 19:59:51,b'The wait time to reach the gate is still 3 to 4 hours.',,,,,
769971738968981504,2016-08-28 18:55:42,b'Current gate wait time is 3 to 4 hour',,,,,
769957095374401536,2016-08-28 17:57:31,b'Current Gate wait time is 3.5 to 4 hours.',,,,,
769947760103596033,2016-08-28 17:20:25,b'Gate wait time is now 2 to 2.5 hours',,,,,
